male,AGES,BOARD TOPPER,DASA,CGPA - 1,CGPA - 2,DVM,Gaming Club,Mountaineering,None,ICSE,Other,DAYS SINCE LAST SHOWER,TREATS GIVEN,HAS A S/O ?,ATTENDS LECTURES,LITE,PIZZERIA EXPENDITURE (annual),GRAMS / MONTH,GPL
0.0,0.375,0.0,0.0,0.4928571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,1.0,0.0,0.0,0.0,0.34125715,0.013824885,1.0
0.0,0.375,1.0,0.0,1.0,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,0.75,1.0,0.0,0.0,0.27218285,0.009216589,1.0
1.0,0.75,1.0,0.0,0.24571425,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.73333335,0.75,0.0,0.0,1.0,0.88607997,0.12442396,0.0
0.0,0.375,0.0,1.0,0.92142856,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,0.75,0.0,1.0,0.0,0.2553143,0.032258064,1.0
0.0,0.625,0.0,1.0,0.4242857,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.20000002,1.0,0.0,1.0,1.0,0.25014856,0.027649768,1.0
1.0,0.25,0.0,0.0,0.53571427,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,1.0,1.0,0.0,1.0,0.95076567,0.797235,0.0
1.0,0.375,0.0,0.0,0.4242857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,0.75,0.0,0.0,1.0,0.9243885,0.41013822,0.0
0.0,0.375,1.0,0.0,0.45142853,0.14285713,0.0,0.0,0.0,1.0,0.0,1.0,0.13333334,0.0,0.0,0.0,1.0,0.10957714,0.013824885,1.0
0.0,0.25,1.0,0.0,0.81571436,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,0.75,0.0,1.0,0.0,0.23017143,0.027649768,1.0
0.0,0.5,0.0,1.0,0.54142857,0.14285713,0.0,0.0,0.0,1.0,1.0,0.0,0.13333334,0.25,1.0,0.0,0.0,0.124297135,0.032258064,1.0
1.0,0.875,0.0,0.0,0.09285712,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,0.75,1.0,0.0,1.0,0.90975994,0.21658985,0.0
0.0,0.5,1.0,0.0,0.6571429,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,0.5,1.0,0.0,0.0,0.28306285,0.004608295,1.0
0.0,0.375,0.0,0.0,0.6485715,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.86666673,0.75,0.0,1.0,0.0,0.2650057,0.032258064,1.0
0.0,0.25,0.0,1.0,0.13999999,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.40000004,0.75,0.0,1.0,0.0,0.23990858,0.01843318,1.0
0.0,0.0,0.0,0.0,0.26142853,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8000001,0.75,0.0,0.0,0.0,0.15090287,0.004608295,1.0
1.0,0.625,0.0,1.0,0.9742857,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,1.0,0.0,0.0,0.0,0.8753371,0.3548387,0.0
1.0,0.5,0.0,1.0,0.9814286,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.25,0.0,1.0,1.0,0.77449137,0.22580644,0.0
1.0,0.25,0.0,0.0,0.29000002,0.8571429,1.0,0.0,0.0,0.0,0.0,0.0,0.86666673,0.0,0.0,0.0,1.0,0.55858284,0.19815667,0.0
0.0,0.0,0.0,1.0,0.3228572,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.75,0.0,0.0,0.0,0.28923428,0.01843318,1.0
1.0,0.0,0.0,0.0,0.66714287,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,1.0,1.0,0.0,1.0,0.8420571,0.3548387,0.0
1.0,0.375,0.0,1.0,0.4842857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,0.0,1.0,0.0,1.0,0.8809143,0.023041476,0.0
0.0,0.625,0.0,1.0,0.2514286,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.33333334,0.5,1.0,0.0,0.0,0.15506285,0.004608295,1.0
1.0,0.625,0.0,0.0,0.33428574,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.73333335,1.0,1.0,0.0,0.0,0.34089142,0.0,1.0
1.0,0.625,0.0,1.0,0.7385714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,1.0,0.0,0.0,1.0,0.9813028,0.013824885,0.0
1.0,0.0,1.0,0.0,0.57142854,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.5,0.0,1.0,1.0,0.27190858,0.013824885,1.0
0.0,0.375,0.0,1.0,0.3742857,0.14285713,0.0,0.0,1.0,0.0,0.0,0.0,0.8000001,0.75,1.0,1.0,1.0,0.33065143,0.004608295,1.0
1.0,0.375,1.0,0.0,0.54142857,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,1.0,0.0,0.0,1.0,0.696,0.47465438,0.0
1.0,0.375,1.0,0.0,0.8742857,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,1.0,0.0,0.0,0.0,0.5677714,0.9907834,0.0
1.0,0.5,1.0,0.0,0.28285712,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7329828,0.105990775,0.0
0.0,0.375,1.0,0.0,0.3971429,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,0.25,1.0,0.0,0.0,0.16050287,0.032258064,1.0
0.0,0.625,1.0,0.0,0.56,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,1.0,1.0,0.0,0.0,0.22966857,0.013824885,1.0
0.0,0.0,0.0,0.0,0.3757143,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,1.0,1.0,0.0,0.0,0.28388572,0.027649768,1.0
1.0,0.0,0.0,0.0,0.55714285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,1.0,1.0,1.0,0.0,0.23433143,0.01843318,1.0
1.0,0.625,0.0,0.0,0.81571436,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.75,1.0,0.0,0.0,0.80818284,0.7050691,0.0
1.0,0.375,0.0,0.0,0.107142866,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.73333335,0.0,0.0,0.0,0.0,0.75958854,0.013824885,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,0.25,0.0,0.0,1.0,0.75067425,0.07834101,0.0
1.0,0.25,0.0,0.0,0.29571432,0.57142854,0.0,0.0,0.0,1.0,1.0,0.0,0.73333335,1.0,0.0,1.0,0.0,0.5441371,0.6866359,0.0
1.0,0.375,0.0,0.0,0.25428575,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,0.0,1.0,0.0,0.0,0.83899426,0.5760369,0.0
1.0,0.0,0.0,0.0,0.5914285,0.71428573,0.0,0.0,0.0,1.0,1.0,0.0,0.4666667,0.25,1.0,0.0,1.0,0.86450285,0.30875576,0.0
1.0,0.375,0.0,0.0,0.39428574,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,0.25,1.0,0.0,1.0,0.8869028,0.32718894,0.0
0.0,0.25,0.0,1.0,0.5942857,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,0.25,0.0,1.0,0.0,0.26313144,0.023041476,1.0
0.0,0.5,1.0,0.0,0.98,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.8000001,1.0,0.0,0.0,1.0,0.7937371,0.5760369,0.0
0.0,0.0,0.0,0.0,0.57285714,0.57142854,0.0,0.0,0.0,1.0,0.0,1.0,0.9333334,0.0,0.0,0.0,0.0,0.17170286,0.0,1.0
0.0,0.0,0.0,0.0,0.36285716,0.42857146,0.0,0.0,0.0,1.0,0.0,1.0,0.9333334,0.75,1.0,0.0,0.0,0.3532343,0.004608295,1.0
1.0,0.625,0.0,0.0,0.84714293,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,0.75,1.0,1.0,1.0,0.7109485,0.6313364,0.0
1.0,0.375,1.0,0.0,0.6700001,0.28571427,0.0,0.0,0.0,1.0,1.0,0.0,0.26666668,0.25,0.0,0.0,1.0,0.5376,0.48387095,0.0
0.0,0.625,0.0,0.0,0.07571429,0.71428573,0.0,0.0,0.0,1.0,1.0,0.0,0.13333334,0.5,1.0,1.0,1.0,0.78335994,0.22580644,0.0
1.0,0.5,0.0,0.0,0.63,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.6666667,0.5,0.0,0.0,1.0,0.5946514,0.50230414,0.0
1.0,0.0,0.0,0.0,0.22857141,0.57142854,0.0,0.0,0.0,1.0,0.0,1.0,0.20000002,0.5,0.0,0.0,0.0,0.6690285,0.8894009,0.0
1.0,0.375,0.0,0.0,0.0,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.90089136,0.22580644,0.0
0.0,0.875,0.0,1.0,0.31142855,0.42857146,0.0,0.0,0.0,1.0,1.0,0.0,0.13333334,0.25,1.0,0.0,0.0,0.070125714,0.032258064,1.0
0.0,0.0,0.0,0.0,1.0,0.57142854,0.0,0.0,0.0,1.0,1.0,0.0,0.6666667,0.75,0.0,0.0,0.0,0.30665144,0.013824885,1.0
0.0,0.0,0.0,0.0,0.84714293,0.42857146,0.0,0.0,0.0,1.0,0.0,1.0,0.20000002,1.0,1.0,0.0,0.0,0.34729144,0.0,1.0
0.0,0.375,0.0,1.0,0.9557142,0.28571427,0.0,0.0,0.0,1.0,1.0,0.0,0.20000002,0.75,1.0,0.0,0.0,0.27616,0.013824885,1.0
1.0,0.375,0.0,1.0,0.48285717,0.42857146,0.0,0.0,0.0,1.0,1.0,0.0,0.33333334,0.75,1.0,0.0,1.0,0.2749257,0.004608295,1.0
1.0,0.25,0.0,0.0,0.20428568,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,1.0,0.0,0.0,1.0,0.8010514,0.29953918,0.0
1.0,0.25,0.0,0.0,0.6142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,0.0,1.0,0.0,0.0,0.7638857,0.17050691,0.0
1.0,0.25,0.0,1.0,0.6628572,0.57142854,0.0,0.0,0.0,1.0,1.0,0.0,0.33333334,0.25,1.0,0.0,0.0,0.64896,0.7603686,0.0
0.0,0.0,0.0,0.0,0.39428574,0.71428573,0.0,0.0,1.0,0.0,0.0,0.0,0.26666668,0.25,0.0,1.0,1.0,0.57741714,0.5852534,0.0
0.0,0.0,0.0,1.0,0.57285714,0.42857146,0.0,0.0,0.0,1.0,1.0,0.0,0.40000004,0.5,1.0,0.0,1.0,0.14496,0.004608295,1.0
0.0,0.25,0.0,0.0,0.40857142,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.73333335,0.75,0.0,0.0,0.0,0.36073142,0.013824885,1.0
1.0,0.375,0.0,1.0,0.45999998,0.8571429,0.0,0.0,0.0,1.0,1.0,0.0,0.06666667,0.75,0.0,1.0,1.0,0.96630853,0.31797233,0.0
1.0,0.25,0.0,0.0,0.32999998,0.71428573,0.0,0.0,0.0,1.0,1.0,0.0,0.33333334,0.75,1.0,0.0,1.0,0.67936,0.9723502,0.0
1.0,0.25,0.0,0.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,0.0,1.0,0.0,1.0,0.8368914,0.66820276,0.0
0.0,0.625,0.0,1.0,0.8514286,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9333334,0.0,0.0,0.0,1.0,0.12982857,0.01843318,1.0
0.0,0.0,0.0,0.0,0.58428574,0.28571427,0.0,0.0,0.0,1.0,1.0,0.0,0.40000004,0.75,1.0,1.0,1.0,0.18998857,0.013824885,1.0
1.0,0.5,0.0,0.0,0.72857153,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7029485,0.90783405,0.0
0.0,0.5,0.0,1.0,0.8571429,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.75,1.0,0.0,0.0,0.15707429,0.013824885,1.0
1.0,0.0,0.0,0.0,0.6700001,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,1.0,0.8006857,0.61290324,0.0
1.0,0.25,1.0,0.0,0.69714284,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.8000001,0.25,0.0,0.0,1.0,0.77856,0.4193548,0.0
0.0,0.5,1.0,0.0,0.66714287,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,0.0,0.0,0.0,0.0,0.116251424,0.0,1.0
1.0,0.0,0.0,0.0,0.36571425,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.20000002,0.75,1.0,0.0,1.0,0.6993371,0.75115204,0.0
0.0,0.25,1.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.19858286,0.027649768,1.0
1.0,0.25,0.0,0.0,0.2428571,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,1.0,1.0,0.0,0.0,0.32864,0.032258064,1.0
1.0,0.375,0.0,0.0,0.7442857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9333334,1.0,0.0,0.0,1.0,0.68726856,0.77880186,0.0
0.0,0.375,0.0,1.0,0.7485714,0.71428573,0.0,0.0,0.0,1.0,1.0,0.0,0.26666668,0.5,1.0,0.0,0.0,0.22345144,0.009216589,1.0
0.0,0.375,0.0,0.0,0.14571428,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,1.0,1.0,1.0,0.0,0.36557713,0.032258064,1.0
1.0,0.25,0.0,0.0,0.20999998,0.28571427,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,1.0,1.0,0.0,1.0,0.56900567,0.437788,0.0
0.0,0.375,0.0,0.0,0.22285712,0.28571427,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,0.5,1.0,0.0,0.0,0.60863996,0.13364056,0.0
1.0,0.625,1.0,0.0,0.36714286,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,0.5,0.0,0.0,1.0,0.6967771,0.14285715,0.0
1.0,0.375,1.0,0.0,0.6642858,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,0.0,1.0,0.0,1.0,0.52539426,0.437788,0.0
0.0,0.375,1.0,0.0,0.45857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,0.25,0.0,0.0,1.0,0.13682286,0.01843318,1.0
1.0,0.5,0.0,0.0,0.4928571,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.75,0.0,0.0,0.0,0.3562057,0.013824885,1.0
1.0,0.375,0.0,0.0,0.9957143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,0.75,0.0,0.0,1.0,0.8955428,0.89861745,0.0
0.0,0.25,0.0,0.0,1.0,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,1.0,1.0,0.0,1.0,0.80822855,0.16129032,0.0
1.0,0.375,0.0,0.0,0.36714286,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.0,0.0,0.0,1.0,0.87963426,0.15207373,0.0
0.0,0.25,0.0,0.0,0.31285715,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,1.0,0.0,0.0,1.0,0.73503995,0.24423963,0.0
1.0,0.5,1.0,0.0,0.32999998,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,1.0,1.0,0.0,1.0,0.6069943,0.8894009,0.0
1.0,0.75,0.0,0.0,0.6557143,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,0.25,1.0,0.0,0.0,0.7262628,0.12442396,0.0
1.0,0.0,1.0,0.0,0.5014286,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,0.0,0.0,1.0,0.0,0.17005715,0.032258064,1.0
1.0,0.25,0.0,0.0,0.57714283,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,1.0,1.0,0.0,1.0,0.92617136,0.17050691,0.0
0.0,0.0,0.0,0.0,0.5971428,0.57142854,0.0,0.0,1.0,0.0,0.0,0.0,0.4666667,0.5,1.0,1.0,0.0,0.80251426,0.5115207,0.0
1.0,0.0,0.0,0.0,0.3085714,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9333334,0.0,1.0,0.0,1.0,0.47282284,0.86175114,0.0
1.0,0.0,0.0,0.0,0.18285716,0.71428573,0.0,0.0,0.0,1.0,0.0,1.0,0.4666667,0.25,1.0,0.0,1.0,0.6134857,0.7880184,0.0
0.0,0.5,0.0,1.0,0.2428571,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.33333334,0.5,0.0,0.0,1.0,0.24022858,0.0,1.0
1.0,0.0,1.0,0.0,0.46857148,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,0.75,0.0,0.0,1.0,0.5685943,0.5391705,0.0
1.0,0.625,0.0,0.0,0.6071429,0.28571427,0.0,0.0,0.0,1.0,0.0,0.0,0.53333336,0.5,1.0,0.0,0.0,0.10162286,0.009216589,1.0
0.0,0.0,0.0,0.0,0.39428574,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.75,1.0,0.0,0.0,0.52470857,0.9354839,0.0
0.0,0.5,1.0,0.0,0.45857143,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,0.31794286,0.004608295,1.0
0.0,0.25,1.0,0.0,0.65428567,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,1.0,0.0,1.0,0.0,0.38134858,0.009216589,1.0
1.0,0.375,1.0,0.0,0.69571424,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.73333335,1.0,0.0,0.0,0.0,0.7711542,0.34562212,0.0
0.0,0.125,0.0,0.0,0.79285717,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,1.0,1.0,1.0,0.0,0.8418285,0.7235023,0.0
1.0,0.0,0.0,0.0,0.6457143,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9333334,1.0,0.0,0.0,1.0,0.5716114,0.15207373,0.0
1.0,0.25,0.0,0.0,0.7257143,0.8571429,0.0,0.0,0.0,1.0,0.0,1.0,0.4666667,0.5,0.0,0.0,0.0,0.7091657,0.6774193,0.0
1.0,0.375,0.0,0.0,0.5271429,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,0.25,1.0,0.0,1.0,0.6149942,0.9354839,0.0
0.0,0.375,0.0,0.0,0.32999998,0.28571427,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6017371,0.15207373,0.0
1.0,0.25,0.0,0.0,0.68000007,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.25,1.0,1.0,1.0,0.9305143,0.7603686,0.0
1.0,0.0,0.0,0.0,0.4185714,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,0.25,1.0,0.0,1.0,0.6973257,0.9723502,0.0
0.0,0.375,1.0,0.0,0.46428573,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,0.0,1.0,0.0,1.0,0.21252571,0.013824885,1.0
0.0,0.25,1.0,0.0,1.0,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,1.0,1.0,0.0,0.0,0.37750858,0.013824885,1.0
1.0,0.0,0.0,0.0,0.34714282,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.75,1.0,0.0,1.0,0.91264,0.24423963,0.0
1.0,0.5,0.0,0.0,0.35428572,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,0.75,0.0,0.0,1.0,0.35213715,0.004608295,1.0
1.0,0.375,0.0,1.0,0.56714284,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,0.75,0.0,0.0,0.0,0.16818286,0.0,1.0
0.0,0.0,0.0,0.0,0.45999998,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.23387429,0.027649768,1.0
0.0,0.625,1.0,0.0,0.21285713,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,0.75,1.0,0.0,0.0,0.23776,0.01843318,1.0
1.0,0.25,0.0,0.0,0.47571427,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.64306283,0.023041476,0.0
1.0,0.75,0.0,1.0,0.8571429,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.53333336,0.5,1.0,0.0,0.0,0.8948571,0.013824885,0.0
0.0,0.25,0.0,1.0,0.33285713,0.28571427,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,0.0,0.0,1.0,0.0,0.20429714,0.0,1.0
0.0,0.25,0.0,0.0,0.8785714,0.28571427,1.0,0.0,0.0,0.0,0.0,0.0,0.9333334,0.75,1.0,1.0,1.0,0.7043657,0.6958525,0.0
0.0,0.375,1.0,0.0,0.18857145,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9333334,0.5,1.0,1.0,0.0,0.18784,0.027649768,1.0
1.0,0.875,0.0,1.0,0.6485715,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,1.0,0.0,1.0,1.0,0.67551994,0.6221198,0.0
1.0,0.375,1.0,0.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.25,1.0,0.0,1.0,0.76096,0.032258064,0.0
0.0,0.625,1.0,0.0,0.78285706,0.28571427,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,0.25,0.0,1.0,0.0,0.25339428,0.01843318,1.0
1.0,0.25,0.0,0.0,0.68714285,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.75,0.0,0.0,1.0,0.7240228,0.3824885,0.0
1.0,0.375,0.0,0.0,0.96428573,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,0.25,0.0,0.0,1.0,0.6612114,0.76958525,0.0
0.0,0.375,1.0,0.0,0.3314286,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,0.0,0.0,0.0,0.0,0.14697143,0.032258064,1.0
1.0,0.0,0.0,0.0,0.71142864,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,0.75,0.0,0.0,0.0,0.13577144,0.009216589,1.0
1.0,0.0,0.0,1.0,0.7614286,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,1.0,0.0,1.0,0.0,0.32900572,0.027649768,1.0
0.0,0.125,1.0,0.0,0.7357142,0.28571427,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,1.0,0.0,1.0,0.0,0.24512,0.013824885,1.0
0.0,0.125,0.0,0.0,0.43714285,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8000001,1.0,1.0,1.0,0.0,0.18272,0.013824885,1.0
1.0,0.75,0.0,1.0,0.4914286,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,0.75,0.0,0.0,0.0,0.30098286,0.027649768,1.0
1.0,0.5,1.0,0.0,0.56714284,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8901485,0.40092164,0.0
1.0,0.0,0.0,0.0,0.48000002,0.28571427,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,0.5,1.0,0.0,1.0,0.8906514,0.8525345,0.0
1.0,0.375,0.0,1.0,0.71428573,0.8571429,0.0,0.0,0.0,1.0,1.0,0.0,0.40000004,0.0,1.0,0.0,1.0,0.60475427,0.31797233,0.0
1.0,0.75,0.0,1.0,0.70428574,0.8571429,0.0,0.0,0.0,1.0,1.0,0.0,0.20000002,0.5,1.0,0.0,1.0,0.22875428,0.0,1.0
1.0,0.0,0.0,0.0,0.44428575,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,1.0,0.0,0.0,1.0,0.8504685,0.12442396,0.0
1.0,0.375,0.0,0.0,0.27142859,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.40000004,0.5,0.0,0.0,1.0,0.17504,0.0,1.0
1.0,0.875,0.0,1.0,0.50428575,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,0.75,0.0,0.0,1.0,0.55355424,0.9723502,0.0
0.0,0.0,0.0,1.0,0.69142866,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,0.75,0.0,0.0,1.0,0.31254858,0.0,1.0
0.0,0.75,1.0,0.0,0.5128572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,1.0,1.0,0.0,1.0,0.26198858,0.013824885,1.0
1.0,0.0,0.0,0.0,0.70000005,0.42857146,0.0,0.0,0.0,1.0,0.0,1.0,0.53333336,1.0,0.0,0.0,1.0,0.6026514,0.7050691,0.0
1.0,0.625,0.0,1.0,0.68571436,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.9333334,0.25,0.0,0.0,0.0,0.19419429,0.013824885,1.0
1.0,0.5,0.0,0.0,0.5971428,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,1.0,0.0,0.0,0.0,0.92091423,0.39170507,0.0
1.0,0.625,0.0,1.0,0.47285712,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.25,1.0,0.0,1.0,0.5008914,0.34562212,0.0
1.0,0.625,1.0,0.0,0.68571436,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,0.0,0.0,0.0,1.0,0.5465143,0.29953918,0.0
1.0,0.0,0.0,0.0,0.31,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.73333335,0.0,1.0,0.0,1.0,0.8032914,0.22580644,0.0
1.0,0.5,0.0,0.0,0.40428573,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,1.0,1.0,0.0,1.0,0.94802284,0.7880184,0.0
1.0,0.0,1.0,0.0,0.09857142,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.73333335,0.5,0.0,0.0,0.0,0.54614854,0.059907835,0.0
1.0,0.75,0.0,1.0,0.54,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,0.75,0.0,0.0,1.0,0.74623996,0.9907834,0.0
1.0,0.0,0.0,0.0,0.68142855,0.28571427,0.0,0.0,0.0,1.0,0.0,1.0,0.26666668,0.5,0.0,0.0,0.0,0.6298971,0.2626728,0.0
0.0,0.0,0.0,0.0,0.5985714,0.42857146,1.0,0.0,0.0,0.0,1.0,0.0,0.73333335,0.0,0.0,1.0,1.0,0.0052114287,0.0,1.0
1.0,0.0,0.0,0.0,0.23999995,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,0.75,0.0,0.0,1.0,0.70107424,0.9354839,0.0
1.0,0.5,0.0,0.0,0.8542857,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.8415542,0.34562212,0.0
0.0,0.5,1.0,0.0,0.6085715,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,0.0,0.0,1.0,0.0,0.011565715,0.023041476,1.0
0.0,0.375,1.0,0.0,0.46142858,0.57142854,0.0,0.0,0.0,1.0,1.0,0.0,0.26666668,1.0,0.0,0.0,0.0,0.24128,0.004608295,1.0
0.0,0.25,0.0,0.0,0.49,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,0.75,0.0,0.0,1.0,0.8259657,0.32718894,0.0
